"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items"
160,"backyard","large",47,0,0,38.0225109003667,1,1,1,0
161,"beach","large",37,1,0,22.5997581323888,1,1,0,0
162,"backyard","small",17,1,1,13.9043749026632,1,1,1,0
163,"beach","small",10,0,0,5.35345730017549,1,0,1,1
164,"backyard","small",10,0,1,7.57970370316274,1,1,0,1
165,"backyard","small",9,0,0,4.89943496772656,1,1,0,0
166,"campsite","small",11,1,0,7.24496108116513,1,1,0,0
167,"campsite","small",13,0,0,7.5587736929066,1,1,1,0
168,"backyard","small",11,1,0,8.60231635503822,1,1,0,0
169,"backyard","small",15,1,0,12.6738336817906,0,1,1,1
170,"campsite","large",41,1,0,34.4366849274762,1,1,1,0
171,"backyard","small",8,1,0,5.9628621178537,1,1,1,0
172,"backyard","large",50,1,0,47.57875292838,1,1,1,0
173,"backyard","small",13,0,0,12.5825337201679,1,0,0,1
174,"backyard","small",12,1,1,7.1684061989914,0,0,1,0
175,"backyard","small",13,0,0,8.97274143533999,1,1,0,0
176,"backyard","small",16,0,0,7.74360353453072,1,1,0,1
177,"backyard","small",10,1,1,5.96026881774818,1,0,0,0
178,"backyard","small",19,0,0,9.77257637710194,1,1,1,0
179,"backyard","small",12,0,0,5.43459907223271,1,1,0,0
180,"backyard","small",11,0,0,7.90256520585622,1,1,1,0
181,"campsite","small",18,0,0,14.2346963201648,1,1,1,1
182,"beach","small",19,1,0,12.6414249962821,1,1,1,0
183,"backyard","small",10,0,0,7.60609021702384,1,1,1,0
184,"backyard","large",44,0,0,33.4199230897935,1,0,1,0
185,"backyard","small",14,1,0,11.5063080513301,0,1,1,0
186,"backyard","small",14,0,1,6.28774416748751,0,1,1,0
187,"campsite","large",44,1,0,23.4384515740288,1,1,1,1
188,"beach","large",41,0,0,20.9027765768221,1,1,1,0
189,"campsite","small",7,0,1,4.38990212958205,1,1,1,0
190,"backyard","large",30,0,0,22.3652156888168,1,1,1,0
191,"campsite","large",34,0,0,25.5748272860408,0,1,1,0
192,"campsite","small",9,1,0,5.64801087107219,1,1,0,0
193,"campsite","small",13,0,0,8.14359269262345,1,1,1,1
194,"backyard","large",36,1,0,21.2193155295303,1,1,1,0
195,"backyard","small",11,1,0,6.57331009327721,1,1,0,0
196,"backyard","small",14,0,0,5.84196849189027,0,1,1,0
197,"backyard","small",10,0,0,8.8876570902533,1,1,1,0
198,"beach","small",8,1,1,3.84036576167549,1,1,0,0
199,"beach","large",41,1,1,29.6311476679151,1,0,1,0
200,"backyard","small",17,0,0,9.74746212872489,1,0,1,0
201,"campsite","small",13,0,0,5.29714144319469,1,1,1,1
202,"campsite","large",32,0,0,22.7719045589974,1,1,1,0
203,"backyard","large",28,0,0,21.266623412897,1,1,1,0
204,"backyard","small",14,0,0,9.81835863310981,1,1,1,0
205,"campsite","small",12,1,0,7.49460259667114,1,1,1,0
206,"campsite","small",14,1,0,6.39692857680674,1,1,1,0
207,"backyard","small",10,0,0,7.16931258975811,0,1,1,1
208,"backyard","small",16,0,1,8.84936422497929,0,1,1,0
209,"backyard","small",12,0,0,11.1733688745707,1,1,0,0
210,"campsite","large",49,1,0,40.3323390083124,1,1,1,1
211,"backyard","small",15,0,0,8.35431403553152,1,1,0,0
212,"campsite","small",8,0,0,5.27206488531365,1,1,0,0
213,"campsite","large",48,1,0,36.4395977871972,1,1,0,0
214,"campsite","small",14,0,0,7.19346828537118,1,1,0,1
215,"backyard","small",10,1,1,5.44937602796147,1,1,1,1
216,"backyard","small",9,1,0,4.07024634729792,1,1,1,0
217,"backyard","large",51,0,0,27.568000331361,0,1,1,0
218,"backyard","large",44,0,0,30.0895616789917,1,1,0,0
219,"backyard","large",39,0,0,27.71775328161,0,1,1,0
220,"backyard","large",40,0,0,36.1635610277464,1,1,0,0
221,"beach","small",15,1,0,6.27856033119938,1,0,1,0
222,"backyard","small",11,0,0,7.95270245761995,1,1,0,0
223,"backyard","small",9,1,0,6.3487817396213,1,1,1,0
224,"backyard","small",13,0,0,7.09256125165229,1,1,0,1
225,"backyard","small",11,1,0,8.63589178490658,1,1,1,0
226,"backyard","large",33,0,0,27.5979811794879,1,1,0,1
227,"backyard","large",49,0,0,48.6261287710006,1,1,0,0
228,"campsite","small",10,0,0,6.25687991432369,1,0,0,1
229,"campsite","small",12,0,0,4.66300018081504,1,1,0,0
230,"backyard","small",13,0,0,11.6129179837618,1,1,0,0
231,"backyard","small",15,0,0,11.2198528406612,1,1,1,0
232,"beach","small",16,0,0,11.868809397732,0,1,1,0
233,"backyard","large",43,0,0,24.9421992779625,0,1,0,0
234,"backyard","small",13,0,1,6.61161139238034,1,1,1,0
235,"backyard","small",13,0,1,7.82020161794728,0,1,0,0
236,"backyard","large",39,0,1,28.6038974931452,1,1,0,0
237,"backyard","small",18,1,0,8.98715668041816,1,1,0,0
238,"backyard","small",14,0,0,5.89306676917581,1,1,1,0
239,"campsite","small",18,0,1,9.79400352186968,1,1,1,1
240,"campsite","small",13,1,0,7.19727725489772,1,1,1,0
241,"campsite","small",16,1,0,12.8527396038507,1,1,1,0
242,"campsite","small",16,0,0,8.1425421906699,1,0,1,0
243,"campsite","small",4,0,0,2.75515276398342,1,1,0,0
244,"backyard","small",10,0,0,3.74323747178189,1,0,1,0
245,"backyard","small",10,0,0,6.34129473981665,1,1,0,1
246,"campsite","small",16,1,0,14.169251256071,1,1,0,0
247,"backyard","small",13,0,0,6.96923549157393,1,1,0,0
248,"backyard","large",37,1,0,24.3972582531553,1,1,0,0
249,"campsite","small",18,1,0,12.0971588507781,1,1,1,0
250,"campsite","large",53,1,0,38.5684362939979,1,1,0,1
251,"campsite","small",16,1,0,10.7762024699598,1,1,0,0
252,"campsite","small",14,1,0,8.70823607003661,1,1,1,0
253,"beach","large",34,0,0,22.8900152305815,1,1,0,1
254,"campsite","small",14,0,0,6.12364400588718,1,0,1,0
255,"backyard","small",7,0,1,4.23692272933032,1,1,1,0
256,"backyard","large",42,1,0,30.4641956256547,1,1,1,0
257,"backyard","large",50,1,0,36.8683492298732,1,1,0,1
258,"backyard","small",15,0,1,11.0938584655876,1,1,1,1
259,"backyard","small",10,0,1,7.69776531592846,1,1,1,0
260,"campsite","small",13,0,0,7.01173188344411,1,1,0,0
261,"backyard","large",41,1,0,26.8932858968429,1,1,0,0
262,"backyard","small",13,0,0,6.59836901778678,1,1,1,0
263,"backyard","small",10,0,0,6.6673594295822,0,1,0,0
264,"backyard","small",9,1,0,6.27051319951648,1,1,1,0
265,"beach","large",37,0,0,26.3908978474565,0,1,1,0
266,"backyard","small",10,1,1,5.40930419563946,1,1,1,0
267,"backyard","small",9,0,0,4.86758677987899,1,1,1,1
268,"backyard","small",15,1,0,9.22972225836077,1,1,1,0
269,"campsite","small",8,0,1,6.69429500490586,1,1,0,0
270,"beach","small",9,0,0,6.06804709929695,1,1,0,0
271,"backyard","small",15,0,0,7.68654929262979,1,1,0,1
272,"campsite","small",10,1,0,5.06606484731023,1,1,0,0
273,"backyard","large",44,1,0,34.6489270844086,0,1,1,0
274,"campsite","small",12,0,1,9.35380854891773,1,1,0,0
275,"campsite","small",13,0,1,9.06037004732709,1,1,1,0
276,"campsite","small",8,1,1,3.33800882657917,1,1,1,0
277,"campsite","small",14,0,0,8.21295793366378,1,1,1,0
278,"backyard","small",20,0,0,11.2702074968103,1,1,0,0
279,"backyard","large",45,1,0,38.9085478054636,1,1,1,1
280,"backyard","large",30,1,0,18.304463478035,1,1,0,0
281,"beach","small",12,0,0,5.53912206496519,1,1,1,0
282,"campsite","small",14,0,0,10.2718247614203,0,1,1,0
283,"campsite","small",11,1,0,6.19966091047236,1,1,1,0
284,"backyard","small",13,0,0,5.80749815906979,1,1,0,0
285,"backyard","small",11,0,0,6.01061951342452,1,1,1,0
286,"backyard","large",37,0,0,22.7552740312019,1,1,0,0
287,"backyard","small",12,1,0,4.23218838098536,1,1,0,0
288,"campsite","small",18,0,0,8.76976750321478,1,1,0,0
289,"backyard","small",8,0,0,6.25718426599433,1,1,1,0
290,"beach","small",9,0,0,6.49982245223367,0,1,0,0
291,"beach","small",14,0,0,6.54852474265382,1,1,1,1
292,"campsite","small",7,1,0,3.63629269955046,1,1,1,1
293,"backyard","small",15,1,0,10.8405709020563,1,1,1,1
294,"campsite","small",7,1,1,4.51427200536861,1,1,0,0
295,"backyard","small",12,0,0,8.03793649824544,0,1,1,0
296,"backyard","small",11,1,0,9.17388809439249,1,1,1,1
297,"backyard","large",38,1,0,25.6927707233541,1,1,0,0
298,"campsite","small",13,1,0,9.93805962728804,0,1,0,1
299,"beach","small",8,1,0,2.44135284868659,1,1,1,1
300,"beach","small",13,1,0,7.10214492856796,1,1,1,0
301,"backyard","large",33,0,0,33.6709629285528,1,1,1,0
302,"backyard","small",13,0,0,7.02566710622056,1,1,1,0
303,"campsite","small",8,0,0,3.16434400781808,1,1,0,1
304,"campsite","small",15,1,0,11.8043473098875,1,1,0,1
305,"campsite","small",9,1,0,5.5234330732449,1,1,0,0
306,"backyard","large",39,0,0,26.4064785052764,1,1,0,1
307,"backyard","small",9,0,1,4.01274632312103,1,1,1,0
308,"backyard","small",9,0,0,5.25684391975894,1,1,1,1
309,"backyard","small",12,1,0,7.11420070627102,1,1,0,0
310,"beach","large",42,1,1,22.6774206009575,0,1,0,0
311,"backyard","large",39,0,0,30.7026604987012,0,1,1,1
312,"campsite","large",45,0,1,37.2860381615516,1,1,1,0
313,"backyard","small",10,1,1,7.79238878738988,1,1,0,0
314,"beach","small",9,0,0,1.1566235704772,1,1,0,1
315,"backyard","small",13,1,0,8.92339430174101,1,1,1,0
316,"backyard","large",42,1,1,35.7424839419846,1,1,0,0
317,"campsite","small",7,0,0,3.55264044156876,1,1,0,0
318,"campsite","large",48,0,1,30.8254380720862,1,1,0,0
319,"campsite","small",11,0,1,2.4847578479402,1,1,1,0
320,"backyard","small",19,0,0,13.0551605532208,1,1,0,1
321,"backyard","large",42,1,1,32.1189970771691,0,1,0,0
322,"campsite","large",45,1,0,30.3413589299251,0,1,1,0
323,"campsite","large",46,0,0,28.849046909407,1,1,1,1
324,"campsite","small",16,0,0,11.519231628348,1,1,1,0
325,"backyard","small",12,0,0,9.27735727668484,0,1,0,0
326,"campsite","small",16,1,0,6.03157962990866,0,1,1,1
327,"campsite","small",13,1,0,7.68610030567606,1,1,1,0
328,"backyard","small",14,1,0,10.4133253148059,1,1,1,0
329,"backyard","small",12,1,0,6.93119430611182,1,1,1,0
330,"backyard","small",11,0,1,6.1601347818519,1,1,1,0
331,"campsite","large",41,1,1,27.4926999734633,1,1,0,0
332,"campsite","small",10,1,0,7.88939757455509,1,1,1,0
333,"backyard","large",43,0,0,32.1870460891056,1,1,0,1
334,"backyard","small",13,1,0,12.2152865398642,1,1,0,1
335,"backyard","large",48,0,0,28.3770862657101,1,1,0,1
336,"backyard","small",13,0,0,9.76186350381913,1,1,1,0
337,"backyard","small",17,1,0,11.001372010916,1,1,0,1
338,"backyard","large",38,1,0,28.0273140844808,1,1,0,0
339,"backyard","small",12,0,0,8.87979625352973,0,1,0,0
340,"backyard","small",12,1,0,5.90816037256955,0,1,1,0
341,"campsite","small",10,1,0,6.01862978371108,1,1,0,0
342,"backyard","small",19,0,0,11.1334649785592,1,1,0,1
343,"campsite","small",10,1,0,6.79060802124122,1,1,1,0
344,"campsite","large",42,0,0,32.4089823014571,1,1,1,0
345,"campsite","large",36,1,0,27.2295444057825,1,1,1,0
346,"backyard","small",13,1,1,10.2822264859633,1,1,0,0
347,"backyard","small",9,0,0,5.27108044884812,1,0,1,0
348,"backyard","small",11,1,1,5.64760401850714,1,1,1,0
349,"campsite","small",15,0,0,8.21493430926299,1,1,0,0
350,"backyard","small",14,1,1,7.61409331783738,1,1,1,0
351,"campsite","small",16,0,0,9.86783069690902,1,1,1,0
352,"backyard","small",8,0,0,4.25493290252697,1,1,0,1
353,"backyard","small",7,1,0,1.45279389239489,1,1,1,0
354,"backyard","large",38,0,1,32.2175485101757,1,1,1,1
355,"campsite","small",10,1,1,7.20448270751155,1,1,0,0
356,"backyard","small",14,0,1,8.70443225132926,1,1,1,0
357,"campsite","small",10,0,0,5.33424670899902,1,1,0,0
358,"beach","large",48,1,0,37.100381568657,0,1,0,0
359,"backyard","small",9,0,0,3.38119219346648,0,1,0,0
360,"beach","small",6,0,0,3.64540628198117,1,1,0,0
361,"campsite","small",12,0,1,11.6606116068369,1,1,0,0
362,"backyard","small",16,1,0,8.12331711809698,1,1,0,0
363,"backyard","small",15,0,0,9.28718192730897,1,1,1,0
364,"campsite","large",32,1,0,26.8189722595724,1,1,0,0
365,"backyard","small",12,0,0,8.09000503712963,1,1,1,1
366,"backyard","small",7,0,0,3.92389247741881,1,1,0,1
367,"campsite","small",14,0,0,12.0730515360103,1,1,1,0
368,"backyard","large",41,0,0,28.1904113470622,1,1,1,1
369,"backyard","small",9,1,0,3.88396407989563,1,1,1,1
370,"backyard","small",18,1,0,8.60427325904833,0,1,0,0
371,"beach","small",9,0,0,6.84509060375769,1,1,1,0
372,"campsite","small",9,0,0,3.55088936084196,0,1,1,1
373,"backyard","large",49,0,0,27.4117116247365,0,1,0,0
374,"backyard","small",17,0,1,7.70501668499966,1,0,0,1
375,"backyard","large",36,1,0,32.8398886030028,0,1,1,1
376,"backyard","small",10,0,0,6.16181951394334,1,1,1,1
377,"backyard","small",7,0,1,4.35019623964983,1,1,0,0
378,"backyard","small",8,0,0,6.50707943101002,0,1,1,1
379,"backyard","small",15,1,1,11.0430809557816,0,1,1,1
380,"backyard","small",10,0,0,5.7298862959731,1,1,1,1
381,"backyard","large",32,1,0,26.5195626103442,0,1,1,0
382,"campsite","large",37,1,1,30.2854463667785,1,1,1,0
383,"backyard","large",33,0,0,24.618256593721,1,1,0,1
384,"backyard","small",14,1,0,6.80185218775151,1,1,1,0
385,"backyard","small",16,1,0,8.44385248457731,1,1,0,1
386,"campsite","large",47,0,0,34.2227636992266,1,1,1,1
387,"backyard","small",9,0,0,4.02705841109994,0,1,1,0
388,"beach","small",13,1,0,8.33668037858934,1,1,0,1
389,"backyard","small",14,0,0,10.6719547267772,1,1,0,0
390,"backyard","small",9,0,0,6.26264355395334,0,1,1,0
391,"campsite","large",41,0,0,28.7438191376925,1,1,0,0
392,"backyard","small",11,1,0,7.5476650368168,1,1,1,0
393,"campsite","small",12,1,1,7.96953796438684,0,1,0,0
394,"backyard","small",16,1,0,7.2950425248281,1,1,0,1
395,"backyard","small",13,0,0,8.32645329238197,1,1,1,1
396,"beach","small",13,0,1,9.04646375697062,1,1,0,0
397,"beach","small",14,0,0,9.95164940886649,1,1,1,0
398,"backyard","small",11,0,0,5.52534924493619,1,1,1,0
399,"backyard","small",14,0,0,8.51019193578287,1,1,0,0
400,"backyard","small",11,1,0,6.81402975411428,1,1,1,0
401,"campsite","small",7,0,1,6.17938618174527,1,1,1,0
402,"backyard","large",45,1,0,31.090303267531,1,0,0,0
403,"campsite","small",10,1,0,4.12660236633438,1,1,1,0
404,"backyard","large",34,1,0,21.520183303004,1,1,0,0
405,"campsite","small",13,0,0,7.69100841466567,1,1,0,0
406,"backyard","small",13,1,0,5.45392688687971,1,1,0,0
407,"campsite","small",8,0,0,3.56639730215409,1,1,0,0
408,"backyard","small",13,1,0,10.4641270498997,1,1,1,0
409,"campsite","large",41,1,0,34.8493834890375,1,1,1,1
410,"backyard","small",13,0,0,10.0010000790989,1,1,1,0
411,"beach","small",18,0,0,10.9292340701774,1,1,1,0
412,"backyard","small",13,1,0,9.32341320126731,1,1,1,0
413,"backyard","small",12,1,0,4.18799304481192,0,1,1,0
414,"campsite","small",14,1,0,10.024458356478,1,1,0,1
415,"backyard","small",14,1,1,10.5071873729564,1,1,0,0
416,"backyard","small",11,1,0,8.27208080939772,1,1,1,0
417,"backyard","large",45,1,0,35.896041538401,1,1,0,1
418,"campsite","small",11,1,0,5.96919780271713,1,1,1,0
419,"backyard","small",15,1,1,7.2797180118934,1,1,1,0
420,"backyard","small",12,0,0,7.37158112807696,1,1,1,0
421,"campsite","small",10,0,0,5.59296066987493,1,1,1,0
422,"campsite","small",15,0,1,6.90405331067902,1,1,1,0
423,"backyard","small",10,0,1,6.77221425015544,0,1,0,1
424,"backyard","small",6,0,0,3.46146916267291,1,0,1,0
425,"campsite","small",12,0,0,8.26278867855497,1,1,1,1
426,"backyard","small",13,1,0,11.2860212551358,1,1,0,0
427,"backyard","small",17,1,0,17.0642775364284,1,1,1,1
428,"backyard","small",8,1,0,5.74628031228035,1,0,1,0
429,"backyard","small",9,1,0,6.07483171920924,1,1,1,0
430,"backyard","small",8,1,0,4.07050621071743,0,1,1,0
431,"campsite","small",16,0,0,9.66238025472028,1,1,0,0
432,"campsite","small",12,0,0,4.76968626954437,1,1,1,0
433,"backyard","small",7,1,0,3.72679308356956,1,1,1,1
434,"backyard","small",12,1,0,8.48924234933662,1,1,0,0
435,"backyard","small",11,0,1,9.89717594501448,1,1,0,0
436,"backyard","large",42,0,1,28.8753862676729,1,1,0,0
437,"backyard","small",11,1,0,8.41255386528865,1,1,0,0
438,"backyard","small",11,0,1,5.9438619795726,1,1,0,0
439,"backyard","small",11,1,0,4.13014132579909,1,1,0,0
440,"beach","large",51,0,0,33.9188087610372,0,1,0,1
441,"backyard","small",11,0,0,5.08527490011912,0,1,1,1
442,"campsite","small",13,1,0,7.75184237864632,1,1,0,1
443,"campsite","large",44,1,0,39.5600155168432,1,1,0,0
444,"backyard","small",14,0,0,10.336266538321,1,1,1,0
445,"campsite","small",11,0,1,7.10759294732811,1,1,1,0
446,"campsite","small",14,1,0,9.14874788259325,1,1,0,1
447,"campsite","large",41,1,0,30.6444315853298,1,1,1,0
448,"backyard","small",9,0,0,5.7168448500376,1,1,0,0
449,"backyard","large",44,1,0,28.2916974948601,0,1,0,0
450,"backyard","small",11,0,0,8.65395542119463,1,0,0,0
